usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear,sample_design
Physical,Horizon,BOOK,2017,6,144,Commonwealth : a novel / Ann Patchett.,,"Patchett, Ann","Family secrets Fiction, Domestic fiction","Harper, an imprint of HarperCollinsPublishers,",[2016],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2017,7,83,Commonwealth : a novel / Ann Patchett.,,"Patchett, Ann","Family secrets Fiction, Domestic fiction","Harper, an imprint of HarperCollinsPublishers,",[2016],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2017,8,82,Commonwealth : a novel / Ann Patchett.,,"Patchett, Ann","Family secrets Fiction, Domestic fiction","Harper, an imprint of HarperCollinsPublishers,",[2016],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2017,9,85,Commonwealth : a novel / Ann Patchett.,,"Patchett, Ann","Family secrets Fiction, Domestic fiction","Harper, an imprint of HarperCollinsPublishers,",[2016],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2017,10,56,Commonwealth : a novel / Ann Patchett.,,"Patchett, Ann","Family secrets Fiction, Domestic fiction","Harper, an imprint of HarperCollinsPublishers,",[2016],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2018,8,478,My year of rest and relaxation / Ottessa Moshfegh.,,"Moshfegh, Ottessa","Solitude Fiction, Quacks and quackery Fiction, Medication abuse Fiction, Psychological fiction American, Psychological fiction","Penguin Books,",2018.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2018,8,10,My year of rest and relaxation / Ottessa Moshfegh.,,"Moshfegh, Ottessa","Young women Fiction, Mentally ill Fiction, Manhattan New York N Y Fiction, Large type books, Literature","Random House Large Print,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,1,92,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,2,75,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,3,94,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,4,282,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,6,481,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,7,495,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,8,467,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,9,438,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,10,444,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,11,396,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2019,12,410,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2020,1,382,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2020,2,359,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2020,3,171,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2020,9,24,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2020,10,36,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2020,11,76,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2020,12,124,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2021,6,262,The other Black girl : a novel / Zakiya Dalila Harris.,,"Harris, Zakiya Dalila,","African American women Fiction, Publishers and publishing Fiction, Conspiracies Fiction, Racism Fiction, New York N Y Fiction, Suspense fiction, Thrillers Fiction, Social problem fiction","Atria Books,",2021.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2021,7,289,The other Black girl : a novel / Zakiya Dalila Harris.,,"Harris, Zakiya Dalila","African American women Fiction, Publishers and publishing Fiction, Conspiracies Fiction, Racism Fiction, New York N Y Fiction, Suspense fiction, Thrillers Fiction, Social problem fiction","Atria Books,",2021.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2021,8,258,The other Black girl : a novel / Zakiya Dalila Harris.,,"Harris, Zakiya Dalila","African American women Fiction, Publishers and publishing Fiction, Conspiracies Fiction, Racism Fiction, New York N Y Fiction, Suspense fiction, Thrillers Fiction, Social problem fiction","Atria Books,",2021.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2021,9,223,The other Black girl : a novel / Zakiya Dalila Harris.,,"Harris, Zakiya Dalila","African American women Fiction, Publishers and publishing Fiction, Conspiracies Fiction, Racism Fiction, New York N Y Fiction, Suspense fiction, Thrillers Fiction, Social problem fiction","Atria Books,",2021.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2021,11,173,The other Black girl : a novel / Zakiya Dalila Harris.,,"Harris, Zakiya Dalila","African American women Fiction, Publishers and publishing Fiction, Conspiracies Fiction, Racism Fiction, New York N Y Fiction, Suspense fiction, Thrillers Fiction, Social problem fiction","Atria Books,",2021.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2021,12,140,The other Black girl : a novel / Zakiya Dalila Harris.,,"Harris, Zakiya Dalila","African American women Fiction, Publishers and publishing Fiction, Conspiracies Fiction, Racism Fiction, New York N Y Fiction, Suspense fiction, Thrillers Fiction, Social problem fiction","Atria Books,",2021.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2022,4,99,The Paris apartment : a novel / Lucy Foley.,,"Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","William Morrow, an imprint of HarperCollinsPublishers,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2022,5,93,The Paris apartment : a novel / Lucy Foley.,"0063003058, 0063252112, 9780063003057, 9780063252110","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","William Morrow, an imprint of HarperCollinsPublishers,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2022,5,19,The Paris apartment : a novel / Lucy Foley.,"0063003090, 0063260786, 9780063003095, 9780063260788","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Mystery fiction, Suspense fiction, Audiobooks, Psychological fiction, Thrillers Fiction","Harper Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2022,6,110,The Paris apartment : a novel / Lucy Foley.,"0063003058, 0063252112, 9780063003057, 9780063252110","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","William Morrow, an imprint of HarperCollinsPublishers,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2022,6,13,The Paris apartment : a novel / Lucy Foley.,"0063003090, 0063260786, 9780063003095, 9780063260788","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Mystery fiction, Suspense fiction, Audiobooks, Psychological fiction, Thrillers Fiction","Harper Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2022,7,76,The Paris apartment : a novel / Lucy Foley.,"0063003058, 0063252112, 9780063003057, 9780063252110","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","William Morrow, an imprint of HarperCollinsPublishers,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2022,7,9,The Paris apartment : a novel / Lucy Foley.,"0063003090, 0063260786, 9780063003095, 9780063260788","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Mystery fiction, Suspense fiction, Audiobooks, Psychological fiction, Thrillers Fiction","Harper Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2022,8,91,The Paris apartment : a novel / Lucy Foley.,"0063003058, 0063252112, 9780063003057, 9780063252110","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","William Morrow, an imprint of HarperCollinsPublishers,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2022,8,4,The Paris apartment : a novel / Lucy Foley.,"0063003090, 0063260786, 9780063003095, 9780063260788","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Mystery fiction, Suspense fiction, Audiobooks, Psychological fiction, Thrillers Fiction","Harper Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2022,10,72,The Paris apartment : a novel / Lucy Foley.,"0063003058, 0063252112, 9780063003057, 9780063252110","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","William Morrow, an imprint of HarperCollinsPublishers,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2022,10,3,The Paris apartment : a novel / Lucy Foley.,"0063003090, 0063260786, 9780063003095, 9780063260788","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Mystery fiction, Suspense fiction, Audiobooks, Psychological fiction, Thrillers Fiction","Harper Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2022,11,80,The Paris apartment : a novel / Lucy Foley.,"0063003058, 0063252112, 9780063003057, 9780063252110","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","William Morrow, an imprint of HarperCollinsPublishers,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2022,11,2,The Paris apartment : a novel / Lucy Foley.,"0063003090, 0063260786, 9780063003095, 9780063260788","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Mystery fiction, Suspense fiction, Audiobooks, Psychological fiction, Thrillers Fiction","Harper Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2022,12,85,The Paris apartment : a novel / Lucy Foley.,"0063003058, 0063252112, 9780063003057, 9780063252110","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","William Morrow, an imprint of HarperCollinsPublishers,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2022,12,2,The Paris apartment : a novel / Lucy Foley.,"0063003090, 0063260786, 9780063003095, 9780063260788","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Mystery fiction, Suspense fiction, Audiobooks, Psychological fiction, Thrillers Fiction","Harper Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,1,373,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,1,33,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2023,1,4,The passenger / Cormac McCarthy.,"0739368788, 9780739368787","McCarthy, Cormac, 1933-","Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Random House Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,3,283,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,3,8,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2023,3,3,The passenger / Cormac McCarthy.,"0739368788, 9780739368787","McCarthy, Cormac, 1933-","Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Random House Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,4,84,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,4,9,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,5,31,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,5,9,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2023,5,1,The passenger / Cormac McCarthy.,"0739368788, 9780739368787","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Random House Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,6,40,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,6,8,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2023,6,3,The passenger / Cormac McCarthy.,"0739368788, 9780739368787","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Random House Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,8,4,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,8,18,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2023,8,1,The passenger / Cormac McCarthy.,"0739368788, 9780739368787","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Random House Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,9,15,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,9,4,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2023,9,1,The passenger / Cormac McCarthy.,"0739368788, 9780739368787","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Random House Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,10,22,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,10,4,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2023,10,2,The passenger / Cormac McCarthy.,"0739368788, 9780739368787","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Random House Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,11,6,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,11,15,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,12,16,The passenger / Cormac McCarthy.,"0307268993, 9780307268990","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels","Alfred A. Knopf,",2022.,balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2023,12,4,The passenger / Cormac McCarthy.,"0593663551, 9780593663554","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels","Random House Large Print,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,SOUNDDISC,2023,12,1,The passenger / Cormac McCarthy.,"0739368788, 9780739368787","McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Random House Audio,",[2022],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,5,252,The Paris novel / Ruth Reichl.,"0812996305, 9780812996302, 9780812996319","Reichl, Ruth","Mothers and daughters Fiction, Inheritance and succession Fiction, Paris France Fiction, Self realization in women Fiction, Domestic fiction, Domestic fiction, Historical fiction, Novels","Random House,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,5,13,The Paris novel / Ruth Reichl.,"0593862074, 9780593862070","Reichl, Ruth","Paris France Fiction, Self realization in women Fiction, Inheritance and succession Fiction, Mothers Death Fiction, Travel Fiction, Large type books, Novels, Large print books","Random House Large Print,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,7,115,The Paris novel / Ruth Reichl.,"0812996305, 9780812996302, 9780812996319","Reichl, Ruth","Mothers and daughters Fiction, Inheritance and succession Fiction, Paris France Fiction, Self realization in women Fiction, Domestic fiction, Domestic fiction, Historical fiction, Novels","Random House,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,7,3,The Paris novel / Ruth Reichl.,"0593862074, 9780593862070","Reichl, Ruth","Paris France Fiction, Self realization in women Fiction, Inheritance and succession Fiction, Mothers Death Fiction, Travel Fiction, Large type books, Novels, Large print books","Random House Large Print,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,10,15,The Paris novel / Ruth Reichl.,"0593862074, 9780593862070","Reichl, Ruth","Paris France Fiction, Self realization in women Fiction, Inheritance and succession Fiction, Mothers Death Fiction, Travel Fiction, Large type books, Novels, Large print books","Random House Large Print,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,10,279,The Paris novel / Ruth Reichl.,"0812996305, 9780812996302, 9780812996319","Reichl, Ruth","Mothers and daughters Fiction, Inheritance and succession Fiction, Paris France Fiction, Self realization in women Fiction, Domestic fiction, Domestic fiction, Historical fiction, Novels","Random House,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,11,11,The Paris novel / Ruth Reichl.,"0593862074, 9780593862070","Reichl, Ruth","Paris France Fiction, Self realization in women Fiction, Inheritance and succession Fiction, Mothers Death Fiction, Travel Fiction, Large type books, Novels, Large print books","Random House Large Print,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,11,273,The Paris novel / Ruth Reichl.,"0812996305, 9780812996302, 9780812996319","Reichl, Ruth","Mothers and daughters Fiction, Inheritance and succession Fiction, Paris France Fiction, Self realization in women Fiction, Domestic fiction, Domestic fiction, Historical fiction, Novels","Random House,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,12,268,The Paris novel / Ruth Reichl.,"0812996305, 9780812996302, 9780812996319","Reichl, Ruth","Mothers and daughters Fiction, Inheritance and succession Fiction, Paris France Fiction, Self realization in women Fiction, Domestic fiction, Domestic fiction, Historical fiction, Novels","Random House,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2024,12,9,The Paris novel / Ruth Reichl.,"0593862074, 9780593862070","Reichl, Ruth","Paris France Fiction, Self realization in women Fiction, Inheritance and succession Fiction, Mothers Death Fiction, Travel Fiction, Large type books, Novels, Large print books","Random House Large Print,",[2024],balanced_by_year_and_usageclass
Physical,Horizon,BOOK,2025,7,298,The Paris Express : a novel / Emma Donoghue.,"1668082799, 9781668082799","Donoghue, Emma, 1969-","Railroad travel Fiction, Railroad accidents Fiction, Montparnasse Paris France Fiction, Historical fiction, Novels","Summit Books,",2025.,balanced_by_year_and_usageclass
Physical,Horizon,LARGEPRINT,2025,7,4,The Paris Express : a novel / Emma Donoghue.,"1420522671, 9781420522679","Donoghue, Emma, 1969-","Railroad accidents Fiction, Passenger trains Fiction, Railroad travel Fiction, Montparnasse Paris France Fiction, Paris France 19th century Fiction, France 19th century Fiction, Large type books, Historical fiction, Large print books","Thorndike Press, a part of Gale, a Cengage Company,",2025.,balanced_by_year_and_usageclass
